,code,logo,ko_name,description,sector,industry,country_code,market,phone,website
1075,MRNA,https://file.alphasquare.co.kr/media/images/stock_logo/us/MRNA.jpeg,모더나,"Moderna는 2010년에 설립되어 2018년 12월에 기업공개를 한 상업 단계 생명공학 기업입니다. 회사의 mRNA 기술은 2020년 12월 미국에서 승인된 COVID-19 백신으로 빠르게 검증되었습니다. Moderna는 2022년 초 현재 44개의 mRNA 개발 프로그램을 보유하고 있으며 이 중 25개는 임상 시험 중입니다. 프로그램은 전염병, 종양학, 심혈관 질환 및 희귀 유전 질환을 포함한 광범위한 치료 영역에 걸쳐 있습니다.",헬스케어,생명과학/공학,US,nasdaq,617 714 6500,https://www.modernatx.com
1076,MRVL,https://file.alphasquare.co.kr/media/images/stock_logo/us/MRVL.jpeg,마벨 테크놀로지 그룹,"Marvell Technology는 유선 네트워킹에 중점을 둔 팹리스 칩 디자이너로 시장 점유율 2위를 기록하고 있습니다. Marvell은 프로세서, 광학 및 구리 트랜시버, 스위치 및 스토리지 컨트롤러를 통해 데이터 센터, 통신 사업자, 기업, 자동차 및 소비자 최종 시장에 서비스를 제공합니다.",하드웨어/IT장비,반도체/반도체장비,US,nasdaq,302 295 4840,https://www.marvell.com
1077,MSFT,https://file.alphasquare.co.kr/media/images/stock_logo/us/MSFT.png,마이크로소프트,"Microsoft는 소비자 및 엔터프라이즈 소프트웨어를 개발하고 라이선스를 부여합니다. Windows 운영 체제 및 Office 생산성 제품군으로 유명합니다. 이 회사는 생산성 및 비즈니스 프로세스(레거시 Microsoft Office, 클라우드 기반 Office 365, Exchange, SharePoint, Skype, LinkedIn, Dynamics), 인텔리전스 클라우드(인프라 및 PaaS(Platform-as-a-service))의 세 가지 동일한 크기의 광범위한 세그먼트로 구성됩니다. Azure, Windows Server OS, SQL Server) 및 더 많은 개인 컴퓨팅(Windows 클라이언트, Xbox, Bing 검색, 디스플레이 광고, Surface 랩톱, 태블릿 및 데스크톱)을 제공합니다.",IT/ICT,소프트웨어,US,nasdaq,425 882 8080,https://www.microsoft.com
1078,MU,https://file.alphasquare.co.kr/media/images/stock_logo/us/MU.png,마이크론 테크놀로지,"Micron은 역사적으로 PC용 DRAM 설계 및 제조에 중점을 두었습니다. 이후 낸드플래시 시장에 진출했다. 엘피다(2013년 중반 완공)와 이노테라(2016년 12월 완공)를 인수하며 D램 규모를 늘렸다. PC, 데이터 센터, 스마트폰, 게임 콘솔, 자동차 및 기타 컴퓨팅 장치에 맞춤화된 회사의 DRAM 및 NAND 제품.",하드웨어/IT장비,반도체/반도체장비,US,nasdaq,208 368 4000,https://www.micron.com
1079,NDAQ,https://file.alphasquare.co.kr/media/images/stock_logo/us/NDAQ.png,나스닥,1971년에 설립된 나스닥은 주로 주식 거래로 유명하지만 시장 서비스 사업(매출의 약 35%) 외에도 시장 데이터를 판매 및 배포하고 자산 관리자 및 투자자에게 나스닥 브랜드 지수를 제공합니다. 정보 서비스 부문을 통해(30%). Nasdaq의 기업 서비스 비즈니스(20%)는 공개 거래 기업에 상장 서비스 및 관련 IR 제품을 제공하고 회사의 시장 기술 그룹(15%)을 통해 Nasdaq은 전 세계 다른 거래소의 거래소 운영을 용이하게 하고 금융 준수 서비스를 제공합니다.,금융,증권,US,nasdaq,212 401 8700,https://www.nasdaq.com
1080,NDSN,https://file.alphasquare.co.kr/media/images/stock_logo/us/NDSN.jpeg,노드슨,"Nordson은 접착제, 코팅제, 밀봉제 및 기타 재료를 분배하는 데 사용되는 장비(다른 장비 중에서도 펌프, 밸브, 디스펜서, 어플리케이터, 필터 및 펠릿타이저 포함) 제조업체입니다. 이 회사는 포장, 의료, 전자 및 산업을 포함한 다양한 최종 시장에 서비스를 제공합니다. Nordson의 사업은 산업용 정밀 솔루션, 의료 및 유체 솔루션, 첨단 기술 솔루션의 세 가지 부문으로 구성됩니다. 이 회사는 2022 회계연도에 약 26억 달러의 매출과 7억 200만 달러의 영업 이익을 창출했습니다.",건설/인프라,기계,US,nasdaq,440 892 1580,https://www.nordson.com
1081,NFLX,https://file.alphasquare.co.kr/media/images/stock_logo/us/NFLX.png,넷플릭스,"Netflix의 주요 사업은 현재 중국을 제외한 전 세계 거의 모든 국가에서 스트리밍 주문형 비디오 서비스를 제공하는 것입니다. 이 회사는 주로 시조 서비스 구독을 통해 수익을 창출합니다. Netflix는 태블릿, 비디오 게임 콘솔, Apple TV, Roku 및 Chromecast를 비롯한 PC, 인터넷 연결 TV 및 소비자 전자 장치에 원본 및 타사 디지털 비디오 콘텐츠를 제공합니다. Netflix는 전 세계적으로 2억 2천만 명 이상의 가입자를 보유한 세계 최대의 SVOD 플랫폼입니다.",기타,기타,US,nasdaq,408 540 3700,https://www.netflix.com
1082,NICE,https://file.alphasquare.co.kr/media/images/stock_logo/us/NICE.jpeg,나이스 ADR,"Nice는 고객 참여 및 금융 범죄 및 컴플라이언스 시장에 서비스를 제공하는 엔터프라이즈 소프트웨어 회사입니다. 이 회사는 클라우드 플랫폼과 온프레미스 인프라를 통해 데이터 분석 기반 솔루션을 제공합니다. 고객 참여 내에서 Nice의 CXOne 플랫폼은 컨택 센터 소프트웨어 및 인력 참여 관리(WEM)에 중점을 둔 솔루션을 제공합니다. 컨택 센터 오퍼링에는 디지털 셀프 서비스, 고객 여정 및 경험 최적화, 규정 준수를 위한 솔루션이 포함됩니다. WEM 제품은 통화량 예측 및 에이전트 예약을 위해 데이터 및 AI 분석을 활용하여 콜센터 효율성을 최적화합니다. 금융 범죄 및 규정 준수 분야에서 Nice는 위험 및 조사 관리, 사기 방지, 자금 세탁 방지 및 규정 준수 솔루션을 제공합니다.",,,US,nasdaq,972 9 775 3151,https://www.nice.com
1083,NTAP,https://file.alphasquare.co.kr/media/images/stock_logo/us/NTAP.png,넷앱,"NetApp은 엔터프라이즈 데이터 관리 및 스토리지 솔루션의 선두 공급업체입니다. 회사의 세 가지 운영 사업부는 제품, 소프트웨어 유지 관리 및 하드웨어 유지 관리입니다. NetApp은 데이터 센터 스토리지 회사에서 멀티클라우드 환경을 위한 소프트웨어 데이터 관리 솔루션 회사로 전환했습니다. 캘리포니아에 본사를 둔 이 회사는 전 세계적으로 판매하며 약 10,000명의 직원을 보유하고 있습니다.",하드웨어/IT장비,컴퓨터/주변기기,US,nasdaq,408 822 6000,https://www.netapp.com
1084,NTES,https://file.alphasquare.co.kr/media/images/stock_logo/us/NTES.png,넷이즈 ADR,"NetEase는 1997년 인터넷 포털 서비스로 시작한 중국의 대표적인 온라인 서비스 제공업체입니다. 주요 서비스에는 온라인/모바일 게임, 클라우드 음악, 미디어, 광고, 이메일, 라이브 스트리밍, 온라인 교육 및 전자 상거래가 포함됩니다. 이 회사는 중국에서 가장 인기 있는 PC 클라이언트 및 모바일 게임을 개발 및 운영하고 있으며 Blizzard Entertainment 및 Mojang(Microsoft 자회사)과 같은 세계적인 게임 개발업체와 협력 관계를 맺고 있습니다.",,,US,nasdaq,86 57 1898 53378,https://netease.gcs-web.com
1085,NTRS,https://file.alphasquare.co.kr/media/images/stock_logo/us/NTRS.jpeg,노던 트러스트,"Northern Trust는 기업, 기관, 부유한 가족 및 개인에게 자산 관리, 자산 서비스, 자산 관리 및 은행 서비스를 제공하는 선두 업체입니다. 1889년 시카고에서 설립된 Northern Trust는 20개 주와 워싱턴 D.C.뿐만 아니라 캐나다, 유럽, 중동 및 아시아 태평양 지역의 23개 지역에 지사를 두고 있습니다. 12월 현재 2022년 1월 31일, Northern Trust는 13조 6천억 달러의 수탁 또는 관리 자산과 1조 2천억 달러의 관리 자산을 보유하고 있습니다.",금융,은행,US,nasdaq,312 630 6000,https://www.northerntrust.com
1086,NVDA,https://file.alphasquare.co.kr/media/images/stock_logo/us/NVDA.png,엔비디아,Nvidia는 컴퓨팅 플랫폼에서 경험을 향상시키는 개별 그래픽 처리 장치의 최고 설계자입니다. 이 회사의 칩은 PC 게임 및 데이터 센터를 포함한 다양한 최종 시장에서 사용됩니다. 최근 몇 년 동안 회사는 게임과 같은 전통적인 PC 그래픽 응용 프로그램에서 회사 제품의 고성능 기능을 활용하는 인공 지능 및 자율 주행을 포함하여 더 복잡하고 유리한 기회로 초점을 넓혔습니다.,하드웨어/IT장비,반도체/반도체장비,US,nasdaq,408 486 2000,https://www.nvidia.com
1087,NXPI,https://file.alphasquare.co.kr/media/images/stock_logo/us/NXPI.png,NXP 세미콘덕터,"NXP Semiconductors는 고성능 혼합 신호 제품의 선두 공급업체입니다. 이 회사는 2015년에 Freescale Semiconductor를 인수했으며 현재 자동차 클러스터, 파워트레인, 인포테인먼트 시스템 및 레이더에 마이크로컨트롤러 및 아날로그 칩을 공급하는 자동차 시장에서 상당한 시장 점유율을 차지하고 있습니다. NXP Semiconductors는 산업 및 사물 인터넷, 모바일 및 통신 인프라에도 서비스를 제공합니다.",하드웨어/IT장비,반도체/반도체장비,US,nasdaq,31 40 272 9999,https://www.nxp.com
1088,ODFL,https://file.alphasquare.co.kr/media/images/stock_logo/us/ODFL.png,올드 도미니언 프라이트 라인,"Old Dominion Freight Line은 240개 이상의 서비스 센터와 9,200개 이상의 트랙터를 보유한 미국에서 네 번째로 큰 LTR(Less-Truckload Carrier)입니다. 트럭 운송 업계에서 단연코 가장 체계적이고 효율적인 제공업체 중 하나이며, 수익성과 자본 수익률이 동종 업계보다 우월합니다. 전략적 이니셔티브는 시장 점유율 증가를 통해 네트워크 밀도를 높이고 꾸준한 인프라 투자를 통해 업계 최고의 서비스를 유지하는 데 중점을 둡니다.",운송,항공화물운송/물류,US,nasdaq,336 889 5000,https://www.odfl.com
1089,OKTA,https://file.alphasquare.co.kr/media/images/stock_logo/us/OKTA.png,옥타,Okta는 ID 및 액세스 관리에 중점을 둔 클라우드 네이티브 보안 회사입니다. 샌프란시스코에 본사를 둔 이 회사는 2017년에 상장했으며 인력과 고객이라는 두 가지 주요 고객 이해 관계자 그룹에 중점을 둡니다. Okta의 인력 서비스를 통해 회사 직원은 클라우드 기반 및 온프레미스 리소스에 안전하게 액세스할 수 있습니다. 이 회사의 고객 서비스를 통해 클라이언트의 고객은 클라이언트의 애플리케이션에 안전하게 액세스할 수 있습니다.,IT/ICT,소프트웨어,US,nasdaq,888 722 7871,https://www.okta.com
1090,ON,https://file.alphasquare.co.kr/media/images/stock_logo/us/ON.jpeg,온 세미콘덕터,"Onsemi는 자동차 및 산업 시장에 중점을 둔 전력 반도체 및 센서 공급업체입니다. 온세미는 세계 2위의 전력 칩 제조업체이자 자동차 시장에 이미지 센서를 공급하는 최대 공급업체입니다. 이 회사는 고도로 수직적으로 통합되어 있었지만 이제는 유연한 생산 능력을 위한 하이브리드 제조 전략을 추구합니다. 온세미는 전기자동차, 자율주행차, 산업자동화, 재생에너지와 같은 새로운 애플리케이션에 집중하기 위해 선회하고 있다.",하드웨어/IT장비,반도체/반도체장비,US,nasdaq,602 244 6600,https://www.onsemi.com
1091,ORLY,https://file.alphasquare.co.kr/media/images/stock_logo/us/ORLY.png,오레일리 오토모티브,"O'Reilly Automotive는 애프터마켓 자동차 부품, 도구 및 액세서리의 가장 큰 판매자 중 하나로서 전문가 및 DIY 고객에게 서비스를 제공합니다(각각 2021년 매출의 41% 및 59%). 이 회사는 자체 상표 제품뿐만 아니라 브랜드 제품도 판매하고 있으며 후자의 범주가 매출의 거의 절반을 차지합니다. O'Reilly는 2021년 말 현재 5,784개의 매장을 보유하고 있으며 멕시코의 25개 매장을 포함하여 미국 47개 주에 퍼져 있습니다. 이 회사는 매장을 통해 전문가 및 DIY 고객에게 서비스를 제공하고 상업 구매자를 대상으로 하는 약 750명의 영업 직원을 자랑합니다.",소매,백화점/일반상점,US,nasdaq,417 862 6708,https://www.oreillyauto.com
1092,PANW,https://file.alphasquare.co.kr/media/images/stock_logo/us/PANW.jpeg,팔로 알토 네트웍스,"Palo Alto Networks는 네트워크 보안, 클라우드 보안 및 보안 운영을 포괄하는 제품을 제공하는 플랫폼 기반 사이버 보안 공급업체입니다. 캘리포니아에 본사를 둔 이 회사는 Global 2000의 3/4 이상을 포함하여 전 세계적으로 85,000명 이상의 고객을 보유하고 있습니다.",하드웨어/IT장비,컴퓨터/주변기기,US,nasdaq,408 753 4000,https://www.paloaltonetworks.com
1093,PARA,https://file.alphasquare.co.kr/media/images/stock_logo/us/VIAC.jpeg,파라마운트 글로벌 Class B,"Paramount Global은 CBS와 Viacom을 재결합하여 글로벌 규모의 미디어 대기업을 탄생시킨 브랜드입니다. CBS는 TV 자산(CBS 텔레비전 네트워크, 28개 지역 TV 방송국, CBS와 WarnerMedia 간의 합작 투자 회사인 CW의 50%) 외에도 Showtime에 기부했습니다. Viacom은 Nickelodeon, MTV, BET, Comedy Central, VH1, CMT 및 Paramount를 비롯한 여러 주요 케이블 네트워크 자산을 가져왔습니다. 파라마운트 픽처스는 오리지널 영화를 제작하고 미션 임파서블과 트랜스포머 시리즈를 포함해 2,500편의 영화 라이브러리를 소유하고 있습니다. Paramount는 여러 스트리밍 서비스, 특히 Paramount+ 및 Pluto TV를 운영합니다.",미디어,방송/인터넷방송,US,nasdaq,212 258 6000,https://www.paramount.com
1094,PARAA,https://file.alphasquare.co.kr/media/images/stock_logo/us/VIACA.jpeg,파라마운트 글로벌 Class A,"Paramount Global은 CBS와 Viacom을 재결합하여 글로벌 규모의 미디어 대기업을 탄생시킨 브랜드입니다. CBS는 TV 자산(CBS 텔레비전 네트워크, 28개 지역 TV 방송국, CBS와 WarnerMedia 간의 합작 투자 회사인 CW의 50%) 외에도 Showtime에 기부했습니다. Viacom은 Nickelodeon, MTV, BET, Comedy Central, VH1, CMT 및 Paramount를 비롯한 여러 주요 케이블 네트워크 자산을 가져왔습니다. 파라마운트 픽처스는 오리지널 영화를 제작하고 미션 임파서블과 트랜스포머 시리즈를 포함해 2,500편의 영화 라이브러리를 소유하고 있습니다. Paramount는 여러 스트리밍 서비스, 특히 Paramount+ 및 Pluto TV를 운영합니다.",미디어,방송/인터넷방송,US,nasdaq,212 258 6000,https://www.paramount.com
1095,PAYX,https://file.alphasquare.co.kr/media/images/stock_logo/us/PAYX.jpeg,페이첵스,"Paychex는 주로 미국에서 중소기업 고객에게 서비스를 제공하는 급여, 인적 자본 관리 및 보험 솔루션의 선도적인 제공업체입니다. 1979년에 설립된 이 회사는 730,000명 이상의 고객에게 서비스를 제공하고 미국 민간 부문 근로자 12명 중 1명 이상에게 급여를 지급합니다. 전통적인 급여 서비스와 함께 Paychex는 복리후생 관리, 근태 관리 소프트웨어, 인적 자원 아웃소싱 및 보험 대행사 서비스와 같은 HCM 솔루션을 제공합니다.",기타,정보서비스,US,nasdaq,585 385 6666,https://www.paychex.com
1096,PCAR,https://file.alphasquare.co.kr/media/images/stock_logo/us/PCAR.jpeg,파카,"Paccar는 주로 NAFTA 지역과 호주에서 판매되는 프리미엄 브랜드 Kenworth 및 Peterbilt와 유럽 및 남미에서 판매되는 DAF 트럭의 중형 및 대형 트럭의 선두 제조업체입니다. 트럭은 전 세계적으로 2,300개 이상의 독립 딜러를 통해 판매됩니다. Paccar Financial Services는 고객과 딜러에게 각각 소매 및 도매 금융을 제공합니다. 이 회사는 북미에서 Class 8 시장 점유율의 약 30%, 유럽에서 대형 시장 점유율의 17%를 점유하고 있습니다.",자동차,자동차부품,US,nasdaq,425 468 7400,https://www.paccar.com
1097,PDD,https://file.alphasquare.co.kr/media/images/stock_logo/us/PDD.png,PDD 홀딩스,"PDD Holdings Inc는 총 거래량 기준으로 세 번째로 큰 전자상거래 플랫폼이자 중국에서 활성 구매자 기준으로 가장 큰 플랫폼입니다. 농업에 초점을 맞춘 소셜 전자상거래 플랫폼입니다. 또한 북미에서 전자 상거래 사업인 Temu를 운영하고 있습니다. 2021년에는 총 거래량 2조 4,410억 위안(미화 3,450억 달러), 활성 구매자당 연간 지출 2,810위안(미화 397달러)을 달성했습니다. 2021년에는 1,150만 명의 활성 판매자가 있었고 2022년 3월 종료된 연도에는 8억 8,200만 명의 활성 구매자가 있었습니다. 익일 식료품 셀프 수거 서비스의 상위 2개 업체 중 하나로서, 소비자 그룹이 온라인으로 신선 식품 및 식료품 주문을 하고 각 그룹의 ""그룹 리더""의 도움을 받아 다음 날 지정된 셀프 수거 지점에서 수거합니다. 지역 사회.",,,US,nasdaq,86 21 5266 1300,https://www.pddholdings.com
1098,PEP,https://file.alphasquare.co.kr/media/images/stock_logo/us/PEP.png,펩시코,"PepsiCo는 Pepsi, Mountain Dew, Gatorade, Lay's, Cheetos, Doritos 등 잘 알려진 가정용 브랜드를 소유하고 있는 스낵 및 음료 분야의 글로벌 리더입니다. 이 회사는 세계 짭짤한 스낵 시장을 지배하고 있으며 탄산 청량 음료(CSD)는 물론 물, 스포츠 및 에너지 제품에 대한 다양한 노출을 통해 세계에서 두 번째로 큰 음료 공급업체(코카콜라에 이어)로 평가됩니다. 간편식품이 전체 매출의 55%를 차지하고 음료가 나머지를 차지한다. Pepsi는 미국과 해외에서 제조 및 유통 능력의 대부분을 소유하고 있습니다. 해외시장이 전체 매출의 40%, 영업이익의 3분의 1을 차지한다.",음식료/식자재,음료/주류,US,nasdaq,914 253 2000,https://www.pepsico.com
1099,PFG,https://file.alphasquare.co.kr/media/images/stock_logo/us/PFG.jpeg,프린시펄 파이낸셜 그룹,"Principal Financial Group Inc는 다양한 금융 서비스 회사 계열을 통해 기업, 개인 및 기관 고객에게 은퇴, 자산 관리 및 보험을 포함한 광범위한 금융 상품 및 서비스를 제공하는 글로벌 투자 관리 분야의 선두 주자입니다. Retirement and Income Solutions, Principal Global Investors, Principal International 및 United States Insurance Solutions의 4개 사업 부문에서 운영됩니다. 회사는 보험료의 형태로 최대 수익을 얻습니다.",금융,보험,US,nasdaq,515 247 5111,https://www.principal.com
1100,PODD,https://file.alphasquare.co.kr/media/images/stock_logo/us/PODD.svg,인슐릿,Insulet은 당뇨병에 대한 지속적인 피하 인슐린 주입 요법을 사용하기 쉽게 만드는 것을 목표로 2000년에 설립되었습니다. 그 결과 소형 일회용 인슐린 주입 장치로 구성되고 스마트폰을 통해 작동하여 용량을 조절할 수 있는 Omnipod 시스템이 탄생했습니다. 옴니팟은 2005년 미국 식품의약국(FDA)의 승인을 받은 이후 전 세계적으로 약 36만명의 인슐린 의존성 당뇨병 환자가 사용하고 있다.,헬스케어,의료장비/용품,US,nasdaq,978 600 7000,https://www.insulet.com
1101,POOL,https://file.alphasquare.co.kr/media/images/stock_logo/us/POOL.jpeg,풀,"Pool Corp은 수영장 용품 및 관련 제품을 유통합니다. 약 120,000명의 고객에게 국가 브랜드 및 자체 상표 제품을 판매합니다. 제품에는 화학 물질 및 교체 부품과 같은 비재량 수영장 유지 관리 제품과 패키지 수영장(수영장 건설 키트), 청소기, 필터, 히터, 펌프 및 조명과 같은 수영장 장비가 포함됩니다. 고객에는 수영장 건설업자 및 리모델링업자, 독립 소매점, 수영장 수리 및 서비스 회사가 포함됩니다.",소매,판매업체,US,nasdaq,985 892 5521,https://www.poolcorp.com
1102,PTC,https://file.alphasquare.co.kr/media/images/stock_logo/us/PTC.png,PTC,"PTC는 고급 컴퓨터 지원 설계(Creo) 및 제품 라이프사이클 관리(Windchill) 소프트웨어와 사물 인터넷 및 AR 산업 솔루션을 제공합니다. 1985년에 설립된 PTC는 28,000명의 고객을 보유하고 있으며 대부분 북미(45%)와 유럽(40%)에서 수익이 발생합니다.",IT/ICT,소프트웨어,US,nasdaq,781 370 5000,https://www.ptc.com
1103,PYPL,https://file.alphasquare.co.kr/media/images/stock_logo/us/PYPL.png,페이팔 홀딩스,"PayPal은 2015년 eBay에서 분사되었으며 온라인 거래에 중점을 두고 판매자와 소비자에게 전자 결제 솔루션을 제공합니다. 이 회사는 2021년 말 현재 3,400만 개의 판매자 계정을 포함하여 4억 2,600만 개의 활성 계정을 보유하고 있습니다. 이 회사는 또한 국제 송금 사업인 Xoom과 개인간 결제 플랫폼인 Venmo를 소유하고 있습니다.",기타,기타,US,nasdaq,408 967 1000,https://www.paypal.com
1104,QCOM,https://file.alphasquare.co.kr/media/images/stock_logo/us/QCOM.png,퀄컴,"Qualcomm은 무선 기술을 개발 및 라이선스하고 스마트폰용 칩을 설계합니다. 이 회사의 주요 특허는 모든 3G 및 4G 네트워크의 근간이 되는 무선 통신의 표준인 CDMA 및 OFDMA 기술에 관한 것입니다. 이 회사는 5G 네트워크 기술에서도 선두 주자입니다. Qualcomm의 IP는 거의 모든 무선 장치 제조업체에서 라이센스를 받았습니다. 이 회사는 또한 세계 최대의 무선 칩 공급업체로서 거의 모든 고급 핸드셋 제조업체에 첨단 프로세서를 공급하고 있습니다. Qualcomm은 또한 RF 프런트 엔드 모듈을 스마트폰에, 칩을 자동차 및 사물 인터넷 시장에 판매합니다.",하드웨어/IT장비,통신장비,US,nasdaq,858 587 1121,https://www.qualcomm.com
1105,REG,https://file.alphasquare.co.kr/media/images/stock_logo/us/REG.png,리젠시 센터스,"Regency Centers는 최대 규모의 쇼핑 센터 중심 소매 REIT입니다. 이 회사의 포트폴리오에는 거의 5,500만 평방피트의 소매 공간을 포함하는 404개의 부동산에 대한 관심이 포함됩니다. 포트폴리오는 22개의 지역 사무소로 지리적으로 다각화되어 있으며 전체 회사 순 영업 수입의 14% 이상을 차지하는 단일 시장은 없습니다. Regency의 소매 포트폴리오는 주로 식료품 고정 센터로 구성되어 있으며, 부동산의 80%는 식료품 고정 센터와 연간 기본 임대료의 20%를 나타내는 식료품 매장을 특징으로 합니다.",금융,부동산,US,nasdaq,904-598-7000,https://www.regencycenters.com
1106,REGN,https://file.alphasquare.co.kr/media/images/stock_logo/us/REGN.jpeg,리제네론 파마슈티컬스,"Regeneron Pharmaceuticals는 안과 질환, 심혈관 질환, 암 및 염증과 싸우는 제품을 발견, 개발 및 상용화합니다. 이 회사는 습성 연령 관련 황반변성 및 기타 안구 질환에 대해 승인된 Eylea를 포함하여 여러 판매 제품을 보유하고 있습니다. LDL 콜레스테롤 저하를 위한 Praluent; 면역학의 Dupixent; 종양학에서의 Libtayo; 류마티스 관절염의 Kevzara. Regeneron은 또한 Sanofi, 다른 협력업체 및 독립적으로 단일클론 및 이중특이성 항체를 개발하고 있으며 RNAi(Alnylam) 및 CRISPR 기반 유전자 편집(Intellia)을 포함하여 새로운 기술을 파이프라인에 도입하는 초기 단계 파트너십을 보유하고 있습니다.",헬스케어,제약/건강기능식품,US,nasdaq,914 847 7000,https://www.regeneron.com
1107,RIVN,https://file.alphasquare.co.kr/media/images/stock_logo/us/RIVN.jpeg,리비안 오토모티브,"Rivian Automotive Inc는 범주 정의 전기 자동차 및 액세서리를 설계, 개발 및 제조합니다. 소비자 시장에서는 1세대 소비자 차량인 2열 5인승 픽업트럭 R1T와 3열 7인승 스포츠 유틸리티 차량(SUV) R1S로 R1 플랫폼을 출시했습니다. ).",자동차,자동차부품,US,nasdaq,888 748 4261,https://rivian.com
1108,ROST,https://file.alphasquare.co.kr/media/images/stock_logo/us/ROST.jpeg,로스 스토어스,"Ross Stores는 미국 최고의 할인 의류 및 홈 패션 소매업체로, Ross Dress for Less 및 dd's Discounts 배너 아래 2021 회계연도 말에 1,920개 이상의 매장을 운영하고 있습니다. Ross는 다양한 유명 브랜드 제품을 제공하며 기존 소매업체의 정가를 20%-70%까지 인하하는 것을 목표로 합니다. 회사는 기회주의적이고 유연한 머천다이징 접근 방식을 사용합니다. Ross는 보물 찾기를 중심으로 한 비교적 저렴한 쇼핑 환경과 함께 재고 회전율과 트래픽을 극대화하여 저가 접근을 가능하게 합니다. 2021 회계연도 매출의 26%는 홈 악센트(침대 및 욕실 포함), 여성복 25%, 남성 및 액세서리 각각 14%, 신발 12%, 아동복 9%였습니다. 모든 판매는 미국에서 이루어졌습니다.",생활용품/잡화,의류/패션잡화,US,nasdaq,925 965 4400,https://www.rossstores.com
1109,RPRX,https://file.alphasquare.co.kr/media/images/stock_logo/us/RPRX.png,로열티 파마,"Royalty Pharma PLC는 바이오 의약품 로열티 구매자이자 바이오 의약품 산업 전반에 걸친 혁신 자금 제공자입니다. 회사는 AbbVie 및 Johnson & Johnson의 Imbruvica, Astellas 및 Pfizer의 Xtandi를 포함하여 35개 이상의 상용 제품에 대한 로열티를 포함하여 업계의 많은 치료법의 매출에 따라 직접 지불할 수 있는 로열티 포트폴리오를 구성합니다. Biogen의 Tysabri, Johnson & Johnson의 Tremfya, Gilead의 Trodelvy, Merck의 Januvia, Novartis의 Promacta, Vertex의 Kalydeco, Orkambi, Symdeko 및 Trikafta 및 10개의 개발 단계 제품 후보.",헬스케어,제약/건강기능식품,US,nasdaq,212 883 0200,https://www.royaltypharma.com
1110,RYAAY,https://file.alphasquare.co.kr/media/images/stock_logo/us/RYAAY.jpeg,라이언에어 홀딩스 ADR,"Ryanair는 승객 수 기준 유럽 최고의 항공사 그룹입니다. 이 회사는 단거리 유럽 내 노선을 이용하는 레저 고객에게 저렴한 요금을 제공하기 위해 저가의 노프릴 모델을 사용합니다. 가장 최근의 팬데믹 이전 회계연도인 2020년에 회사는 1,800개 노선에서 467대의 보잉 737 항공기를 활용하여 1억 4,900만 명의 승객을 수송했습니다. 비용을 낮게 유지하기 위해 회사는 주로 저렴한 보조 공항에 서비스를 제공합니다. 회사는 2020 회계연도에 85억 유로의 매출을 달성했습니다.",,,US,nasdaq,353 1 945 1212,https://www.ryanair.com
1111,SBAC,https://file.alphasquare.co.kr/media/images/stock_logo/us/SBAC.jpeg,SBA 커뮤니케이션스,"SBA Communications는 북미, 남미 및 아프리카 전역에 거의 40,000개의 기지국을 소유 및 운영하고 있습니다. 무선 네트워크를 지원하기 위해 타워에 장비를 설치하는 무선 서비스 공급자에게 타워의 공간을 임대합니다. 이 회사는 매우 집중된 고객 기반을 보유하고 있으며 각 시장에서 가장 많은 수익을 상위 소수의 이동통신사에서 창출하고 있습니다. 이 회사는 미국에 17,000개 이상의 타워를 소유하고 있으며, 이는 2022년 회사 총 수익의 약 3/4을 차지했습니다. 국제적으로 SBA의 가장 큰 영향력은 약 10,000개의 타워를 운영하는 브라질에 있습니다. SBA는 부동산 투자 신탁 또는 REIT로 운영됩니다.",금융,부동산,US,nasdaq,561-995-7670,https://www.sbasite.com
1112,SBUX,https://file.alphasquare.co.kr/media/images/stock_logo/us/SBUX.png,스타벅스,"스타벅스는 2022 회계연도 말 현재 80개국 이상에서 약 36,000개의 매장을 운영하는 세계에서 가장 널리 알려진 레스토랑 브랜드 중 하나입니다. 이 회사는 북미, 국제 시장 및 채널 개발(식료품 및 바로 마실 수 있는 음료)의 세 가지 부문에서 운영됩니다. 커피 체인점은 회사 운영 매장, 로열티, 라이선스 파트너에게 장비 및 제품 판매, 즉석 음료, 포장 커피 판매 및 1인용 제품에서 수익을 창출합니다.",소매,백화점/일반상점,US,nasdaq,206 447 1575,https://www.starbucks.com
1113,SEDG,https://file.alphasquare.co.kr/media/images/stock_logo/us/SEDG.jpeg,솔라에지 테크놀로지스,"SolarEdge Technologies는 태양광 발전 설비용 직류 최적화 인버터 시스템을 설계, 개발 및 판매합니다. 이 회사 시스템은 파워 옵티마이저, 인버터 및 클라우드 기반 모니터링 플랫폼으로 구성되며 주거용 태양광 설치에서 상업용 및 소규모 유틸리티 규모의 태양광 설치에 이르기까지 광범위한 태양광 시장 부문을 처리합니다. 이 회사는 제품을 태양열 설치업체, 엔지니어링, 조달 및 건설 회사에 직접 판매하고 유통업체 및 전기 장비 도매업체를 통해 태양광 설치업체에 간접적으로 판매합니다. 또한 이 회사는 에너지 저장 및 e-모빌리티를 목표로 하는 비태양광 제품을 보유하고 있습니다.",하드웨어/IT장비,반도체/반도체장비,US,nasdaq,972 9 957 6620,https://www.solaredge.com
